module	CALOFZ02	CALOGC02	CALOGD02	CALOGE02	CALOGF02	CALOGH02	CALOGI02	CALOGJ02	CALOGL02	CALOGO02	CALOGT02	CALOGU02	CALOGW02	CALOGX02	CALOGZ02	CALOHA02	CALOHB02	CALOHD02	CALOHI02	CALOHL02	CALOHN02	CALOHO02	CALOHS02	CALOHV02	CALOHW02	CALOHX02	CALOIA02	CALOIC02	CALOID02	CALOIE02	CALOIF02	CALOIG02	CALOIJ02	CALOIL02	CALOIM02	CALOIO02	CALOIQ02	CALOIR02	CALOIU02	CALOIW02	CALOIX02	CALOIZ02	CALOJA02	CALOJB02	CALOJG02	CALOJH02	CALOJJ02	CALOJL02	CALOJM02	CALOJN02	CALOJO02	CALOJR02	CALOJS02	CALOJU02	CALOJV02	CALOJX02	CALOJY02	CALOJZ02	CALOKA02	CALOKB02	CALOKC02	CALOKD02	CALOKE02	CALOKF02	CALOKG02	CALOKH02	CALOKI02	CALOKK02	CALOKM02	CALOKN02	CALOKO02	CALOKP02	CALOKR02	CALOKT02	CALOKU02	CALOKW02	CALOKX02	CALOKY02	CALOKZ02	CALOLA02	CALOLB02	CALOLF02	CALOLH02	CALOLI02	CALOLR02	CALOLS02	CALOLT02	CALOLU02	CALOLV02	CALOLW02	CALOLX02	CALOMD02	CALONJ02	CALONK02	CALONL02	GCA_004174595	GCA_004210425	GCA_004210495	GCA_004210515	GCA_004210575	GCA_022701585	GCA_022701625	GCA_022701725	GCF_000597925	GCF_000765305	GCF_000774145	GCF_000783395	GCF_000829415	GCF_000834545	GCF_000834555	GCF_000834615	GCF_000834695	GCF_001187875	GCF_001275725	GCF_001275735	GCF_001297015	GCF_001297075	GCF_001297125	GCF_001297215	GCF_001401255	GCF_001421425	GCF_001421885	GCF_001422075	GCF_001422615	GCF_001423155	GCF_001423465	GCF_001424925	GCF_001425105	GCF_001425545	GCF_001427125	GCF_001427465	GCF_001427765	GCF_001429045	GCF_001429205	GCF_001518465	GCF_001518695	GCF_001535725	GCF_001535735	GCF_001535755	GCF_001535785	GCF_001535805	GCF_001535815	GCF_001535855	GCF_001535875	GCF_001535905	GCF_001535915	GCF_001535945	GCF_001537945	GCF_001537955	GCF_001537985	GCF_001538055	GCF_001538085	GCF_001538095	GCF_001538145	GCF_001538155	GCF_001538185	GCF_001538205	GCF_001538245	GCF_001541845	GCF_001630695	GCF_001655595	GCF_001655615	GCF_001839655	GCF_001906615	GCF_001906625	R104	R19	S19	S26
M00011	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.6	0.0	0.2	1.0	1.0	0.4	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9333333333333332	1.0
M00012	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.6	0.0	0.2	0.8	0.8	0.4	0.4	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	1.0	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8
M00013	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.6	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.2	0.0	0.0	0.4	0.2	0.2	0.2	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.2	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.2	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4
M00014	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.3333333333333333	0.2222222222222222	0.2222222222222222	0.3333333333333333	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.3333333333333333	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.3333333333333333	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.3333333333333333	0.2222222222222222	0.2222222222222222	0.3333333333333333	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.3333333333333333	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.3333333333333333	0.2222222222222222	0.2222222222222222	0.3333333333333333	0.3333333333333333	0.2222222222222222	0.2222222222222222	0.3333333333333333	0.3333333333333333	0.2222222222222222	0.3333333333333333	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.3333333333333333	0.2222222222222222	0.3333333333333333	0.3333333333333333	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.3333333333333333	0.3333333333333333	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.4444444444444444	0.1111111111111111	0.0	0.1111111111111111	0.4444444444444444	0.1111111111111111	0.2222222222222222	0.0	0.2222222222222222	0.3333333333333333	0.2222222222222222	0.2222222222222222	0.3333333333333333	0.1111111111111111	0.2222222222222222	0.2222222222222222	0.3333333333333333	0.2222222222222222	0.1111111111111111	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.3333333333333333	0.3333333333333333	0.2222222222222222	0.2222222222222222	0.3333333333333333	0.3333333333333333	0.2222222222222222	0.1111111111111111	0.1111111111111111	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.3333333333333333	0.2222222222222222	0.2222222222222222	0.3333333333333333	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.3333333333333333	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.3333333333333333	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.2222222222222222
M00015	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.5	0.0	0.0	1.0	1.0	0.5	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
M00016	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.2222222222222222	0.0	0.2222222222222222	1.0	1.0	0.6666666666666666	0.7777777777777778	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
M00017	1.0	0.8571428571428571	0.8571428571428571	1.0	1.0	0.8571428571428571	0.8571428571428571	1.0	1.0	1.0	0.8571428571428571	0.8571428571428571	0.8571428571428571	0.8571428571428571	0.8571428571428571	1.0	1.0	0.8571428571428571	1.0	0.8571428571428571	0.8571428571428571	0.8571428571428571	1.0	0.8571428571428571	0.8571428571428571	0.8571428571428571	0.8571428571428571	0.8571428571428571	0.8571428571428571	0.8571428571428571	0.8571428571428571	0.8571428571428571	0.8571428571428571	0.8571428571428571	1.0	0.8571428571428571	1.0	1.0	0.8571428571428571	0.8571428571428571	0.8571428571428571	0.8571428571428571	0.8571428571428571	0.8571428571428571	1.0	1.0	0.8571428571428571	1.0	0.8571428571428571	0.8571428571428571	0.8571428571428571	1.0	1.0	1.0	0.8571428571428571	0.8571428571428571	0.8571428571428571	1.0	1.0	0.8571428571428571	0.8571428571428571	1.0	0.8571428571428571	0.8571428571428571	1.0	1.0	0.8571428571428571	0.8571428571428571	1.0	1.0	1.0	1.0	0.8571428571428571	1.0	0.8571428571428571	0.8571428571428571	0.8571428571428571	1.0	0.8571428571428571	0.8571428571428571	0.8571428571428571	1.0	0.8571428571428571	0.8571428571428571	1.0	1.0	1.0	0.8571428571428571	0.8571428571428571	0.8571428571428571	0.8571428571428571	1.0	0.8571428571428571	0.8571428571428571	0.8571428571428571	0.8571428571428571	0.14285714285714285	0.0	0.8571428571428571	0.7142857142857143	0.5714285714285714	0.5714285714285714	0.8571428571428571	1.0	0.8571428571428571	0.8571428571428571	1.0	0.8571428571428571	1.0	0.7142857142857143	1.0	0.8571428571428571	0.8571428571428571	0.8571428571428571	0.8571428571428571	1.0	1.0	1.0	1.0	0.8571428571428571	1.0	1.0	0.7142857142857143	0.7142857142857143	0.8571428571428571	0.8571428571428571	1.0	0.8571428571428571	1.0	1.0	1.0	1.0	1.0	1.0	0.8571428571428571	0.8571428571428571	0.8571428571428571	0.8571428571428571	0.8571428571428571	0.8571428571428571	0.8571428571428571	0.8571428571428571	0.8571428571428571	0.8571428571428571	0.8571428571428571	0.8571428571428571	0.8571428571428571	0.8571428571428571	0.8571428571428571	0.8571428571428571	0.8571428571428571	0.8571428571428571	0.8571428571428571	0.8571428571428571	0.8571428571428571	0.8571428571428571	0.8571428571428571	0.8571428571428571	1.0	1.0	1.0	1.0	0.7142857142857143	0.8571428571428571	0.8571428571428571	0.8571428571428571	0.8571428571428571	0.8571428571428571	0.8571428571428571
M00018	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.6	0.0	0.0	1.0	1.0	0.6	0.6	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
M00019	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.125	0.25	1.0	1.0	0.0	0.5	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
M00020	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.6666666666666666	0.0	0.0	1.0	1.0	0.6666666666666666	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
M00021	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.5	0.0	0.5	1.0	1.0	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
M00022	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.8571428571428571	0.0	0.0	1.0	1.0	0.8571428571428571	0.8571428571428571	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
M00023	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.8	0.0	0.0	1.0	0.8	0.8	0.8	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.8	0.8	1.0
M00024	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.5	0.0	0.0	1.0	1.0	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
M00025	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.6666666666666666	0.0	0.0	1.0	1.0	0.6666666666666666	0.3333333333333333	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
